prey2avgOffs,prey2convRate,prey2catchProb,prey2maxCons,prey2resAva,replicatesNb,densityDevMean,densDevICinf,densDevICsup,amplitudeDevMean,ampldevICinf,ampldevICsup
1,100,0.1,10,50,30,0.219461001,0.21529715,0.223990191,-0.254070352,-0.300904523,-0.206030151
1,100,0.1,10,100,30,7.12E-17,-0.004433101,0.004381052,-6.11E-17,-0.104924623,0.106532663
1,100,0.1,10,150,30,-0.209007332,-0.215647474,-0.202980757,3.531055276,3.261105528,3.792964824
1,100,0.1,10,200,30,-0.297423116,-0.312941471,-0.281377274,6.941507538,6.830753769,7.052462312
