"prey2avgOffs","prey2convRate","prey2catchProb","prey2maxCons","prey2resAva","replicatesNb","densityDevMean","densDevICinf","densDevICsup","amplitudeDevMean","ampldevICinf","ampldevICsup"
1,100,0.1,10,100,30,7.92408074830186e-17,-0.00381344409008869,0.00409981293315871,-6.71333467693972e-17,-0.0669196274577441,0.0772680234563642
1,100,0.2,10,100,30,-0.474049626278359,-0.485940113888271,-0.461946937295524,4.30751983442566,3.87702656088306,4.64625733011383
1,100,0.3,10,100,17,-0.538851029546284,-0.577125443368774,-0.505341148548717,6.37536270113427,6.09808656128888,6.6669439766248
1,100,0.4,10,100,1,-0.686920566639472,-0.686920566639472,-0.686920566639472,6.09382545705416,1,6
