prey2avgOffs,prey2convRate,prey2catchProb,prey2maxCons,prey2resAva,replicatesNb,densityDevMean,densDevICinf,densDevICsup,amplitudeDevMean,ampldevICinf,ampldevICsup
1,100,0.1,10,100,30,4.89E-17,-0.004172453,0.003716752,-2.92E-17,-0.09970316,0.097083988
1,100,0.2,10,100,30,0.117179228,0.108435325,0.126062316,2.451021477,2.209184564,2.674174961
1,100,0.3,10,100,17,0.199018537,0.18957216,0.205128116,3.232274366,3.068961267,3.383570086
1,100,0.4,10,100,1,0.211124892,0.211124892,0.211124892,3.326872708,3.326872708,3.326872708
